zn1703,20170223,0,23:59:37,23030,28516,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,1.79769e+308,,,21605,60734,23120,0,66320,23235,1.79769e+308,3.31274e+09,24860
zn1703,20170223,500,23:59:37,23030,28516,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,1.79769e+308,,,21605,60734,23120,0,66320,23235,1.79769e+308,3.31274e+09,24860
zn1703,20170223,0,23:59:38,23030,28516,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,1.79769e+308,,,21605,60734,23120,0,66320,23235,1.79769e+308,3.31274e+09,24860
zn1703,20170223,500,23:59:38,23030,28516,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,1.79769e+308,,,21605,60734,23120,0,66320,23235,1.79769e+308,3.31274e+09,24860
zn1703,20170223,0,23:59:39,23030,28516,23430,23030,23225,1.79769e+308,20170222,23045,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,1.79769e+308,,,21605,60734,23120,0,66320,23235,1.79769e+308,3.31274e+09,24860
zn1703,20170223,0,23:59:41,23040,28528,23430,23030,23225,1.79769e+308,20170222,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,6,0,0,0,0,116171,23035,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,1.79769e+308,,,21605,60726,23120,0,66320,23235,1.79769e+308,3.31413e+09,24860
zn1703,20170223,0,23:59:42,23040,28540,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31551e+09,24860
zn1703,20170223,0,23:59:43,23040,28540,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116171,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31551e+09,24860
zn1703,20170223,500,23:59:44,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116170,23035,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,21,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:45,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,6,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:46,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,2,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,6,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,500,23:59:46,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,21,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:47,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,6,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,500,23:59:47,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:48,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,6,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,500,23:59:48,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,6,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,500,23:59:50,23040,28544,23430,23030,23225,1.79769e+308,20170222,23045,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:51,23040,28544,23430,23030,23225,1.79769e+308,20170222,23045,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116170,23035,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:52,23040,28544,23430,23030,23225,1.79769e+308,20170222,23045,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,1,0,0,0,0,116170,23035,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,4,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,500,23:59:52,23040,28544,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.31597e+09,24860
zn1703,20170223,0,23:59:53,23040,28546,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116170,23035,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,19,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.3162e+09,24860
zn1703,20170223,500,23:59:53,23040,28546,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,3,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.3162e+09,24860
zn1703,20170223,0,23:59:54,23040,28546,23430,23030,23225,1.79769e+308,20170222,23050,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,5,0,0,0,0,116170,23040,1.79769e+308,1.79769e+308,1.79769e+308,1.79769e+308,5,0,0,0,0,1.79769e+308,,,21605,60720,23120,0,66320,23235,1.79769e+308,3.3162e+09,24860
