交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170327,14:02:45,0,3.05,3.08,3.04,3.07,1.79769e+308,36613566,1.12004e+08,3.04,4984600,3.05,1189363,3.03,4606100,3.06,1562100,3.02,3150800,3.07,2943734,3.01,1006000,3.08,2855720,3,3593700,3.09,1179300,1.79769e+308,9223372036854775807
20170328,14:31:50,0,3.06,3.09,3.04,3.05,1.79769e+308,54686672,1.67472e+08,3.06,1795400,3.07,2565500,3.05,6147100,3.08,3603681,3.04,2936400,3.09,3826100,3.03,2867000,3.1,3319800,3.02,1585300,3.11,2825600,1.79769e+308,9223372036854775807
20170328,14:31:53,0,3.06,3.09,3.04,3.05,1.79769e+308,54691672,1.67487e+08,3.06,1790400,3.07,2565500,3.05,6147100,3.08,3603681,3.04,2936400,3.09,3826100,3.03,2867000,3.1,3319800,3.02,1585300,3.11,2825600,1.79769e+308,9223372036854775807
20170328,14:31:56,0,3.06,3.09,3.04,3.05,1.79769e+308,54691772,1.67487e+08,3.06,1790300,3.07,2566500,3.05,6147100,3.08,3603681,3.04,2936400,3.09,3826100,3.03,2867000,3.1,3318200,3.02,1585300,3.11,2825600,1.79769e+308,9223372036854775807
20170328,14:31:59,0,3.06,3.09,3.04,3.05,1.79769e+308,54702272,1.67519e+08,3.06,1779800,3.07,2566500,3.05,6147100,3.08,3603681,3.04,2936400,3.09,3826100,3.03,2867000,3.1,3318200,3.02,1585300,3.11,2825600,1.79769e+308,9223372036854775807
20170328,14:32:02,0,3.06,3.09,3.04,3.05,1.79769e+308,54705572,1.6753e+08,3.06,1776500,3.07,2582700,3.05,6147100,3.08,3603681,3.04,2936400,3.09,3826100,3.03,2867000,3.1,3318200,3.02,1585300,3.11,2828600,1.79769e+308,9223372036854775807
20170328,14:32:05,0,3.06,3.09,3.04,3.05,1.79769e+308,55504372,1.69982e+08,3.06,1773400,3.07,1790300,3.05,6147100,3.08,3603681,3.04,2936400,3.09,3822600,3.03,2867000,3.1,3318200,3.02,1585300,3.11,2828600,1.79769e+308,9223372036854775807
20170328,14:32:08,0,3.07,3.09,3.04,3.05,1.79769e+308,56140872,1.71936e+08,3.06,1773400,3.07,1156800,3.05,6148500,3.08,3603681,3.04,2936400,3.09,3822600,3.03,2867000,3.1,3323200,3.02,1585300,3.11,2828600,1.79769e+308,9223372036854775807
20170328,14:32:11,0,3.06,3.09,3.04,3.05,1.79769e+308,56652972,1.73508e+08,3.06,1770500,3.07,647700,3.05,6149400,3.08,3603681,3.04,2936400,3.09,3822600,3.03,2867000,3.1,3323200,3.02,1585300,3.11,2828600,1.79769e+308,9223372036854775807
20170328,14:32:14,0,3.07,3.09,3.04,3.05,1.79769e+308,56694972,1.73637e+08,3.06,1771500,3.07,605700,3.05,6149400,3.08,3603681,3.04,2936400,3.09,3822600,3.03,2867000,3.1,3323200,3.02,1585300,3.11,2828600,1.79769e+308,9223372036854775807
