交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170327,14:02:45,0,5.1,5.18,5.05,5.08,1.79769e+308,32441317,1.65798e+08,5.09,83800,5.1,123700,5.08,193443,5.11,416500,5.07,260562,5.12,421600,5.06,314359,5.13,209800,5.05,379700,5.14,322400,1.79769e+308,9223372036854775807
20170328,14:31:50,0,5.01,5.16,5,5.1,1.79769e+308,38464821,1.95308e+08,5.01,24100,5.02,233600,5,841737,5.03,154400,4.99,392900,5.04,110362,4.98,336600,5.05,142107,4.97,264100,5.06,184100,1.79769e+308,9223372036854775807
20170328,14:31:53,0,5.01,5.16,5,5.1,1.79769e+308,38472721,1.95348e+08,5.01,16200,5.02,233600,5,846437,5.03,154400,4.99,393400,5.04,110362,4.98,336600,5.05,142107,4.97,264100,5.06,184100,1.79769e+308,9223372036854775807
20170328,14:31:56,0,5.01,5.16,5,5.1,1.79769e+308,38488921,1.95429e+08,5,846537,5.01,4700,4.99,393400,5.02,233600,4.98,339600,5.03,154400,4.97,264100,5.04,110362,4.96,132200,5.05,142107,1.79769e+308,9223372036854775807
20170328,14:31:59,0,5,5.16,5,5.1,1.79769e+308,38489821,1.95434e+08,5,847037,5.01,12100,4.99,393400,5.02,233600,4.98,339600,5.03,154400,4.97,264100,5.04,110362,4.96,132700,5.05,142107,1.79769e+308,9223372036854775807
20170328,14:32:02,0,5,5.16,5,5.1,1.79769e+308,38497821,1.95474e+08,5,839137,5.01,12000,4.99,393400,5.02,233600,4.98,339600,5.03,154400,4.97,265100,5.04,110362,4.96,132700,5.05,143107,1.79769e+308,9223372036854775807
20170328,14:32:05,0,5.01,5.16,5,5.1,1.79769e+308,38516521,1.95567e+08,5,840637,5.01,26000,4.99,393400,5.02,233600,4.98,339600,5.03,154400,4.97,265100,5.04,110362,4.96,132700,5.05,143107,1.79769e+308,9223372036854775807
20170328,14:32:08,0,5.01,5.16,5,5.1,1.79769e+308,38518021,1.95575e+08,5,844637,5.01,25200,4.99,393400,5.02,243600,4.98,339600,5.03,154400,4.97,265100,5.04,110362,4.96,132700,5.05,143107,1.79769e+308,9223372036854775807
20170328,14:32:11,0,5,5.16,5,5.1,1.79769e+308,38519421,1.95582e+08,5,844637,5.01,26200,4.99,393400,5.02,243600,4.98,341100,5.03,154400,4.97,265100,5.04,110362,4.96,133200,5.05,143107,1.79769e+308,9223372036854775807
20170328,14:32:14,0,5,5.16,5,5.1,1.79769e+308,38528721,1.95628e+08,5,840337,5.01,25200,4.99,399700,5.02,244600,4.98,341100,5.03,154400,4.97,265100,5.04,110362,4.96,133200,5.05,143107,1.79769e+308,9223372036854775807
