交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170327,14:02:45,0,7.3,7.42,7.3,7.4,1.79769e+308,30922150,2.27597e+08,7.3,226758,7.31,45940,7.29,203200,7.32,164800,7.28,362700,7.33,222549,7.27,192800,7.34,204661,7.26,365600,7.35,113400,1.79769e+308,9223372036854775807
20170328,14:31:50,0,7.32,7.33,7.2,7.29,1.79769e+308,24793161,1.7988e+08,7.31,141050,7.32,63462,7.3,84132,7.33,174603,7.29,158776,7.34,157312,7.28,185144,7.35,249300,7.27,178500,7.36,206300,1.79769e+308,9223372036854775807
20170328,14:31:53,0,7.32,7.33,7.2,7.29,1.79769e+308,24793161,1.7988e+08,7.31,141050,7.32,178862,7.3,84132,7.33,174603,7.29,158776,7.34,157312,7.28,185644,7.35,249300,7.27,178500,7.36,206300,1.79769e+308,9223372036854775807
20170328,14:31:56,0,7.32,7.33,7.2,7.29,1.79769e+308,24796161,1.79902e+08,7.31,141050,7.32,175862,7.3,84132,7.33,184403,7.29,158776,7.34,157312,7.28,185644,7.35,249300,7.27,178500,7.36,206300,1.79769e+308,9223372036854775807
20170328,14:31:59,0,7.31,7.33,7.2,7.29,1.79769e+308,24796261,1.79903e+08,7.31,140950,7.32,175862,7.3,84132,7.33,177003,7.29,158776,7.34,157312,7.28,185644,7.35,249300,7.27,178500,7.36,206300,1.79769e+308,9223372036854775807
20170328,14:32:02,0,7.32,7.33,7.2,7.29,1.79769e+308,24806561,1.79978e+08,7.31,140950,7.32,165562,7.3,84132,7.33,177003,7.29,158776,7.34,157312,7.28,185644,7.35,249300,7.27,178500,7.36,206300,1.79769e+308,9223372036854775807
20170328,14:32:05,0,7.32,7.33,7.2,7.29,1.79769e+308,24839761,1.80221e+08,7.31,135950,7.32,140662,7.3,84132,7.33,177003,7.29,158776,7.34,157312,7.28,185644,7.35,249300,7.27,178500,7.36,206300,1.79769e+308,9223372036854775807
20170328,14:32:08,0,7.32,7.33,7.2,7.29,1.79769e+308,24871261,1.80451e+08,7.31,105950,7.32,139162,7.3,84132,7.33,177003,7.29,158776,7.34,157312,7.28,183644,7.35,249300,7.27,178500,7.36,216300,1.79769e+308,9223372036854775807
20170328,14:32:11,0,7.31,7.33,7.2,7.29,1.79769e+308,24956661,1.81075e+08,7.31,23950,7.32,135762,7.3,84132,7.33,169303,7.29,158776,7.34,157312,7.28,183644,7.35,249300,7.27,178500,7.36,216300,1.79769e+308,9223372036854775807
20170328,14:32:14,0,7.31,7.33,7.2,7.29,1.79769e+308,24956861,1.81077e+08,7.31,23750,7.32,152262,7.3,84132,7.33,169303,7.29,158776,7.34,157312,7.28,183344,7.35,250200,7.27,178500,7.36,216300,1.79769e+308,9223372036854775807
