交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170327,14:02:45,0,5.05,5.06,5.02,5.04,1.79769e+308,11326963,5.71383e+07,5.04,1346738,5.05,231578,5.03,852400,5.06,3185200,5.02,950400,5.07,1082016,5.01,883400,5.08,1100897,5,1105500,5.09,1258457,1.79769e+308,9223372036854775807
20170328,14:31:50,0,5,5.05,4.97,5.05,1.79769e+308,21883189,1.09632e+08,5,391200,5.01,116400,4.99,1400300,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,708800,1.79769e+308,9223372036854775807
20170328,14:31:53,0,5,5.05,4.97,5.05,1.79769e+308,21883189,1.09632e+08,5,391200,5.01,126400,4.99,1308800,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,708800,1.79769e+308,9223372036854775807
20170328,14:31:56,0,5,5.05,4.97,5.05,1.79769e+308,21883189,1.09632e+08,5,412000,5.01,126400,4.99,1308800,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,708800,1.79769e+308,9223372036854775807
20170328,14:31:59,0,5,5.05,4.97,5.05,1.79769e+308,21883189,1.09632e+08,5,412000,5.01,116400,4.99,1306800,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,708800,1.79769e+308,9223372036854775807
20170328,14:32:02,0,5,5.05,4.97,5.05,1.79769e+308,21883189,1.09632e+08,5,412900,5.01,116400,4.99,1306800,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,708800,1.79769e+308,9223372036854775807
20170328,14:32:05,0,5.01,5.05,4.97,5.05,1.79769e+308,21893189,1.09682e+08,5,415500,5.01,106400,4.99,1306800,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,709100,1.79769e+308,9223372036854775807
20170328,14:32:08,0,5.01,5.05,4.97,5.05,1.79769e+308,21893189,1.09682e+08,5,420500,5.01,106400,4.99,1306800,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1049400,5.05,709100,1.79769e+308,9223372036854775807
20170328,14:32:11,0,5.01,5.05,4.97,5.05,1.79769e+308,21893189,1.09682e+08,5,420500,5.01,106400,4.99,1317300,5.02,218300,4.98,1035311,5.03,349100,4.97,1077200,5.04,514700,4.96,1051400,5.05,709100,1.79769e+308,9223372036854775807
20170328,14:32:14,0,5.01,5.05,4.97,5.05,1.79769e+308,21893589,1.09684e+08,5,420500,5.01,106000,4.99,1317300,5.02,218300,4.98,1033311,5.03,349100,4.97,1077200,5.04,514700,4.96,1051400,5.05,709100,1.79769e+308,9223372036854775807
