交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170327,14:02:45,0,29.95,30.26,29.11,29.19,1.79769e+308,12813672,3.83019e+08,29.94,1100,29.95,62300,29.93,400,29.96,200,29.92,1518,29.97,3400,29.82,5000,29.98,5100,29.81,3000,29.99,13882,1.79769e+308,9223372036854775807
20170328,14:31:50,0,29.84,29.89,29.26,29.56,1.79769e+308,4732529,1.39688e+08,29.78,300,29.84,3700,29.77,4600,29.85,164100,29.76,4400,29.86,22321,29.75,1607,29.87,3000,29.74,1000,29.88,17200,1.79769e+308,9223372036854775807
20170328,14:31:53,0,29.84,29.89,29.26,29.56,1.79769e+308,4732829,1.39697e+08,29.78,300,29.84,3500,29.77,4600,29.85,164100,29.76,4400,29.86,22321,29.75,1607,29.87,3000,29.74,1000,29.88,17200,1.79769e+308,9223372036854775807
20170328,14:31:56,0,29.84,29.89,29.26,29.56,1.79769e+308,4735729,1.39783e+08,29.78,300,29.84,700,29.77,4600,29.85,164100,29.76,4400,29.86,22321,29.75,1607,29.87,3000,29.74,1000,29.88,17000,1.79769e+308,9223372036854775807
20170328,14:31:59,0,29.85,29.89,29.26,29.56,1.79769e+308,4738429,1.39864e+08,29.78,300,29.85,163600,29.77,4600,29.86,22321,29.76,4400,29.87,3000,29.75,1607,29.88,17000,29.74,1000,29.89,22800,1.79769e+308,9223372036854775807
20170328,14:32:02,0,29.84,29.89,29.26,29.56,1.79769e+308,4739729,1.39903e+08,29.77,4600,29.84,3000,29.76,4400,29.85,163700,29.75,1607,29.86,22621,29.74,1000,29.87,3000,29.72,1600,29.88,17500,1.79769e+308,9223372036854775807
20170328,14:32:05,0,29.84,29.89,29.26,29.56,1.79769e+308,4741729,1.39962e+08,29.77,4700,29.84,1000,29.76,4400,29.85,164900,29.75,1607,29.86,22621,29.74,1000,29.87,3000,29.72,1600,29.88,17500,1.79769e+308,9223372036854775807
20170328,14:32:08,0,29.78,29.89,29.26,29.56,1.79769e+308,4741829,1.39965e+08,29.78,2500,29.84,1000,29.77,6500,29.85,163700,29.76,4400,29.86,22621,29.75,1607,29.87,3000,29.74,1000,29.88,17500,1.79769e+308,9223372036854775807
20170328,14:32:11,0,29.84,29.89,29.26,29.56,1.79769e+308,4742229,1.39977e+08,29.79,100,29.84,2300,29.78,2700,29.85,164300,29.77,6500,29.86,22621,29.76,4400,29.87,3000,29.75,1607,29.88,17500,1.79769e+308,9223372036854775807
20170328,14:32:14,0,29.84,29.89,29.26,29.56,1.79769e+308,4742229,1.39977e+08,29.79,100,29.84,2800,29.78,2700,29.85,164300,29.77,6500,29.86,22621,29.76,4400,29.87,3000,29.75,1607,29.88,17500,1.79769e+308,9223372036854775807
