交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170327,14:02:45,0,5.72,5.86,5.65,5.85,1.79769e+308,180501408,1.03965e+09,5.71,163740,5.72,1179967,5.7,1424023,5.73,4056429,5.69,1613100,5.74,452900,5.68,2357500,5.75,1699200,5.67,1597100,5.76,1816689,1.79769e+308,9223372036854775807
20170328,14:31:50,0,5.68,5.72,5.65,5.71,1.79769e+308,81966753,4.64933e+08,5.67,204867,5.68,704356,5.66,1296123,5.69,1680453,5.65,2097149,5.7,3174903,5.64,1937000,5.71,2219700,5.63,1214200,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:31:53,0,5.68,5.72,5.65,5.71,1.79769e+308,81966753,4.64933e+08,5.67,207967,5.68,674356,5.66,1297023,5.69,1680453,5.65,2097349,5.7,3174903,5.64,1937000,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:31:56,0,5.68,5.72,5.65,5.71,1.79769e+308,81967953,4.6494e+08,5.67,212367,5.68,678008,5.66,1297023,5.69,1680453,5.65,2097349,5.7,3174903,5.64,1937400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:31:59,0,5.67,5.72,5.65,5.71,1.79769e+308,81987753,4.65052e+08,5.67,192667,5.68,677908,5.66,1297023,5.69,1680453,5.65,2096849,5.7,3174903,5.64,1937400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:32:02,0,5.67,5.72,5.65,5.71,1.79769e+308,81987753,4.65052e+08,5.67,192667,5.68,687308,5.66,1297723,5.69,1680453,5.65,2096849,5.7,3174903,5.64,1937400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:32:05,0,5.67,5.72,5.65,5.71,1.79769e+308,81987753,4.65052e+08,5.67,202667,5.68,687308,5.66,1309823,5.69,1680453,5.65,2096849,5.7,3604661,5.64,1937400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:32:08,0,5.67,5.72,5.65,5.71,1.79769e+308,81987753,4.65052e+08,5.67,202667,5.68,694308,5.66,1312023,5.69,1680453,5.65,2096849,5.7,3176219,5.64,1937400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:32:11,0,5.67,5.72,5.65,5.71,1.79769e+308,82032753,4.65308e+08,5.67,157667,5.68,694308,5.66,1303523,5.69,1680453,5.65,2096849,5.7,3176219,5.64,1936400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
20170328,14:32:14,0,5.68,5.72,5.65,5.71,1.79769e+308,82036153,4.65327e+08,5.67,165767,5.68,690908,5.66,1303523,5.69,1680453,5.65,2096249,5.7,3176219,5.64,1936400,5.71,2219700,5.63,1214100,5.72,1336090,1.79769e+308,9223372036854775807
