交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,14.75,15.3,14.43,15.25,1.79769e+308,22704317,3.37311e+08,14.74,10276,14.75,8348,14.73,12976,14.77,75100,14.72,20400,14.78,13020,14.71,37070,14.8,400,14.7,52184,14.81,600,1.79769e+308,9223372036854775807
20161221,13:43:27,0,14.75,15.3,14.43,15.25,1.79769e+308,22704717,3.37317e+08,14.74,10276,14.75,7948,14.73,12976,14.77,75100,14.72,20400,14.78,13020,14.71,37070,14.8,400,14.7,57184,14.81,600,1.79769e+308,9223372036854775807
