交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,8.8,8.83,8.78,8.78,1.79769e+308,5113813,4.5031e+07,8.8,41197,8.81,42970,8.79,157000,8.82,163106,8.78,394200,8.83,164500,8.77,105200,8.84,144700,8.76,113900,8.85,651800,1.79769e+308,9223372036854775807
20161221,13:43:27,0,8.81,8.83,8.78,8.78,1.79769e+308,5116813,4.50575e+07,8.8,41897,8.81,39970,8.79,159000,8.82,163106,8.78,394200,8.83,164500,8.77,105200,8.84,144700,8.76,113900,8.85,651800,1.79769e+308,9223372036854775807
