交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,10.79,10.81,10.73,10.73,1.79769e+308,2091404,2.25341e+07,10.79,27100,10.8,62900,10.78,51900,10.81,34400,10.77,22000,10.82,41700,10.76,35100,10.83,36200,10.75,27600,10.84,19500,1.79769e+308,9223372036854775807
20161221,13:43:27,0,10.79,10.81,10.73,10.73,1.79769e+308,2093104,2.25525e+07,10.79,25400,10.8,62900,10.78,51900,10.81,34400,10.77,22000,10.82,41700,10.76,35100,10.83,36200,10.75,27600,10.84,19500,1.79769e+308,9223372036854775807
