交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,10.2,10.28,10.09,10.1,1.79769e+308,4762791,4.84868e+07,10.19,19900,10.2,2100,10.18,12200,10.21,1000,10.17,14963,10.22,13656,10.16,14879,10.23,17700,10.15,23500,10.24,11100,1.79769e+308,9223372036854775807
20161221,13:43:27,0,10.2,10.28,10.09,10.1,1.79769e+308,4764391,4.85031e+07,10.19,19900,10.2,500,10.18,12200,10.21,1000,10.17,14963,10.22,13656,10.16,14879,10.23,17700,10.15,23500,10.24,11100,1.79769e+308,9223372036854775807
