交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,40.79,41.15,39.95,40.51,1.79769e+308,913535,3.71669e+07,40.58,800,40.79,2300,40.56,3300,40.83,13400,40.55,1000,40.84,4100,40.52,700,40.85,11800,40.51,1700,40.86,600,1.79769e+308,9223372036854775807
20161221,13:43:27,0,40.79,41.15,39.95,40.51,1.79769e+308,913835,3.71791e+07,40.58,800,40.79,2000,40.56,3300,40.83,13400,40.55,1000,40.84,4100,40.52,700,40.85,11800,40.51,1700,40.86,600,1.79769e+308,9223372036854775807
