交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,11.46,11.64,11.44,11.44,1.79769e+308,1619135,1.8723e+07,11.46,9788,11.48,10000,11.45,8900,11.51,3900,11.44,14500,11.52,6700,11.43,23700,11.53,1100,11.42,1000,11.54,5800,1.79769e+308,9223372036854775807
