交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20161221,13:43:24,0,17.81,17.98,17.8,17.83,1.79769e+308,19166289,3.43071e+08,17.81,21200,17.82,31200,17.8,413922,17.83,55900,17.79,63600,17.84,64100,17.78,42900,17.85,45200,17.77,30400,17.86,189400,1.79769e+308,9223372036854775807
20161221,13:43:27,0,17.81,17.98,17.8,17.83,1.79769e+308,19188489,3.43466e+08,17.8,413922,17.81,42800,17.79,103600,17.82,31200,17.78,42700,17.83,55900,17.77,30400,17.84,64100,17.76,35200,17.85,45200,1.79769e+308,9223372036854775807
