jm1706,20170310,20170309,23:57:19,0,1301,10,1301,1291.5,1298.5,-1,77916,1306,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:13,0,1301,10,1301,1291.5,1298.5,-1,77916,1327,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:13,500,1301,10,1301,1291.5,1298.5,-1,77916,1326.5,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:18,0,1301,10,1301,1291.5,1298.5,-1,77916,1326,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:18,500,1301,10,1301,1291.5,1298.5,-1,77916,1325.5,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:20,0,1301,10,1301,1291.5,1298.5,-1,77916,1325,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:20,500,1301,10,1301,1291.5,1298.5,-1,77916,1324.5,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:22,0,1301,10,1301,1291.5,1298.5,-1,77916,1324,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:22,500,1301,10,1301,1291.5,1298.5,-1,77916,1323.5,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:24,0,1301,10,1301,1291.5,1298.5,-1,77916,1323,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:24,500,1301,10,1301,1291.5,1298.5,-1,77916,1322.5,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:26,500,1301,10,1301,1291.5,1298.5,-1,77916,1322,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:27,0,1301,10,1301,1291.5,1298.5,-1,77916,1321.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:28,0,1301,10,1301,1291.5,1298.5,-1,77916,1321,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:28,500,1301,10,1301,1291.5,1298.5,-1,77916,1320.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:31,0,1301,10,1301,1291.5,1298.5,-1,77916,1320,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:31,500,1301,10,1301,1291.5,1298.5,-1,77916,1319.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:32,500,1301,10,1301,1291.5,1298.5,-1,77916,1319,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:33,0,1301,10,1301,1291.5,1298.5,-1,77916,1318.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:38,0,1301,10,1301,1291.5,1298.5,-1,77916,1318,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:38,500,1301,10,1301,1291.5,1298.5,-1,77916,1317.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:40,0,1301,10,1301,1291.5,1298.5,-1,77916,1317,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:40,500,1301,10,1301,1291.5,1298.5,-1,77916,1316.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:43,0,1301,10,1301,1291.5,1298.5,-1,77916,1316,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:43,500,1301,10,1301,1291.5,1298.5,-1,77916,1315.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:50,500,1301,10,1301,1291.5,1298.5,-1,77916,1315,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:51,0,1301,10,1301,1291.5,1298.5,-1,77916,1314.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:55,0,1301,10,1301,1291.5,1298.5,-1,77916,1314,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:55,500,1301,10,1301,1291.5,1298.5,-1,77916,1313.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:56,500,1301,10,1301,1291.5,1298.5,-1,77916,1313,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170309,23:59:57,0,1301,10,1301,1291.5,1298.5,-1,77916,1312.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:05,500,1301,10,1301,1291.5,1298.5,-1,77916,1311.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:08,0,1301,10,1301,1291.5,1298.5,-1,77916,1310.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:13,0,1301,10,1301,1291.5,1298.5,-1,77916,1309.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:16,0,1301,10,1301,1291.5,1298.5,-1,77916,1308.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:19,0,1301,10,1301,1291.5,1298.5,-1,77916,1308,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:19,500,1301,10,1301,1291.5,1298.5,-1,77916,1307.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,00:00:21,0,1301,10,1301,1291.5,1298.5,-1,77916,1307,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,03:00:39,500,1301,10,1301,1291.5,1298.5,-1,77916,1306,2,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,03:00:52,500,1301,10,1301,1291.5,1298.5,-1,77916,1305.5,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,03:00:53,500,1301,10,1301,1291.5,1298.5,-1,77916,1327,1,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,03:00:54,0,1301,10,1301,1291.5,1298.5,-1,77916,1326.5,4,1290,2,1425.51190.516,779160,1308,10,1308,
jm1706,20170310,20170310,01:52:35,500,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1280,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:52:58,0,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1280.5,1,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:52:59,0,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1281,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:01,500,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1281.5,1,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:03,0,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1282,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:06,0,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1282.5,1,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:07,500,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1283,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:08,0,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1283.5,1,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:08,500,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1248,1,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:09,0,1290,16,1301,1290,1298.5,-1,77722.5,1306,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:22,0,1290,16,1301,1290,1298.5,-1,77722.5,1326.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:23,0,1290,16,1301,1290,1298.5,-1,77722.5,1325.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:24,500,1290,16,1301,1290,1298.5,-1,77722.5,1324.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:26,500,1290,16,1301,1290,1298.5,-1,77722.5,1323.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:29,0,1290,16,1301,1290,1298.5,-1,77722.5,1322.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:31,500,1290,16,1301,1290,1298.5,-1,77722.5,1321.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:33,0,1290,16,1301,1290,1298.5,-1,77722.5,1320.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:35,500,1290,16,1301,1290,1298.5,-1,77722.5,1320,2,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:36,0,1290,16,1301,1290,1298.5,-1,77722.5,1319.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:38,0,1290,16,1301,1290,1298.5,-1,77722.5,1319,2,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:38,500,1290,16,1301,1290,1298.5,-1,77722.5,1318.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:40,0,1290,16,1301,1290,1298.5,-1,77722.5,1318,2,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:40,500,1290,16,1301,1290,1298.5,-1,77722.5,1317.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:42,0,1290,16,1301,1290,1298.5,-1,77722.5,1317,2,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
jm1706,20170310,20170310,01:53:42,500,1290,16,1301,1290,1298.5,-1,77722.5,1316.5,1,1284,2,1425.51190.510,1.24356e+06,1308,10,1308,
